w1,w2,w3,w4,w5,w6,CL,CD,CM
-0.290341,-0.272889,-0.094784,0.097068,0.122260,0.333665,0.212700,0.01255000,-0.029200
-0.283514,-0.365953,-0.332993,0.102900,0.494770,0.520057,0.211100,0.01166000,-0.026000
-0.100132,-0.576078,-0.437536,0.316716,0.160714,0.018110,-0.198500,0.01188000,0.178000
-0.335706,-0.225061,-0.373611,0.240865,0.170532,0.055885,-0.033700,0.00922000,0.087100
-0.161021,-0.185626,-0.284310,0.272179,0.140541,0.231141,0.290100,0.01116000,0.037100
-0.462509,-0.102487,-0.286633,0.307906,0.268059,0.049423,0.195900,0.01223000,0.023700
-0.429779,-0.250090,-0.258163,0.521623,0.193681,0.100221,0.223000,0.01430000,0.055600
-0.109147,-0.425505,-0.467221,0.090653,0.138625,0.050829,-0.220200,0.00893000,0.146200
-0.226700,-0.295593,-0.206628,0.075792,0.513845,0.179158,0.186300,0.01426000,-0.001300
-0.443156,-0.103704,-0.174393,0.365669,0.368041,0.324812,0.540000,0.01257000,-0.063100
-0.013384,-0.597513,-0.139534,0.379458,0.485895,0.249089,0.479100,0.01216000,0.017000
-0.363591,-0.510047,-0.483421,0.386906,0.557267,0.437758,0.061000,0.01450000,0.057100
-0.191289,-0.130463,-0.015993,0.199784,0.446446,0.207697,0.735900,0.00940000,-0.096300
-0.521534,-0.084003,-0.461992,0.303059,0.032259,0.179392,0.047700,0.01406000,0.044500
-0.245493,-0.093893,-0.413679,0.253246,0.204960,0.392722,0.600100,0.01444000,-0.048500
-0.309577,-0.064478,-0.233981,0.279532,0.243220,0.477646,0.507000,0.00907000,-0.058300
-0.089505,-0.077937,-0.115967,0.313674,0.443140,0.254700,0.934300,0.01042000,-0.095300
-0.107368,-0.282596,-0.573051,0.103273,0.204711,0.387894,0.421700,0.01646000,-0.010500
-0.438543,-0.581403,-0.506707,0.122356,0.503286,0.091048,-0.087800,0.01225000,0.056600
-0.155758,-0.425744,-0.163270,0.292428,0.415571,0.181282,0.397900,0.01081000,0.006900
-0.557603,-0.453080,-0.240859,0.459118,0.261455,0.437450,0.043600,0.01568000,0.019100
-0.414908,-0.081439,-0.491527,0.567659,0.557729,0.037060,0.563200,0.01724000,0.019700
-0.541834,-0.301647,-0.270231,0.134641,0.450506,0.327155,0.263700,0.01189000,-0.066100
-0.276345,-0.229374,-0.310110,0.247160,0.189118,0.040814,0.034400,0.00900000,0.081400
-0.298578,-0.423961,-0.447050,0.155331,0.473857,0.211586,0.105200,0.01113000,0.037300
-0.455888,-0.461692,-0.064715,0.491178,0.376687,0.545005,0.331600,0.01655000,-0.038700
-0.553454,-0.402037,-0.334632,0.138168,0.319626,0.357864,0.094700,0.01134000,-0.032100
-0.012767,-0.312065,-0.278832,0.163632,0.572253,0.420022,0.518300,0.01141000,-0.032400
-0.304797,-0.380105,-0.522979,0.330185,0.240128,0.094458,-0.106800,0.01148000,0.130400
-0.041504,-0.258043,-0.101401,0.288545,0.313032,0.215400,0.563400,0.00920000,-0.015600
-0.205549,-0.365786,-0.282188,0.318045,0.144481,0.185803,0.102100,0.01075000,0.075700
-0.393593,-0.103118,-0.149912,0.316805,0.379655,0.468884,0.638800,0.01137000,-0.099200
-0.576186,-0.174363,-0.515182,0.554266,0.065147,0.375189,0.267900,0.01776000,0.024700
-0.163442,-0.466034,-0.157526,0.302515,0.210278,0.470663,0.293200,0.01039000,0.004500
-0.574041,-0.076873,-0.312086,0.214056,0.567815,0.587361,0.441500,0.01618000,-0.114300
-0.128192,-0.224080,-0.039787,0.406940,0.234178,0.368854,0.663200,0.01172000,-0.043500
-0.112794,-0.449252,-0.054969,0.052210,0.472451,0.517871,0.185400,0.02191000,-0.034900
-0.427209,-0.534784,-0.194164,0.480398,0.182989,0.597948,0.004300,0.01663000,0.036800
-0.013150,-0.141525,-0.371744,0.284676,0.192749,0.307543,0.557400,0.01402000,0.003900
-0.441988,-0.418632,-0.077024,0.014694,0.338698,0.341335,0.152600,0.02816000,-0.055400
-0.485842,-0.328438,-0.500877,0.168531,0.360092,0.281611,0.161300,0.01029000,-0.008400
-0.183856,-0.248925,-0.570834,0.288925,0.215494,0.310441,0.454300,0.01810000,0.016000
-0.486814,-0.559018,-0.093809,0.596197,0.337447,0.333829,0.257200,0.01699000,0.012300
-0.044898,-0.091812,-0.210328,0.566720,0.342069,0.563805,0.690400,0.01787000,-0.011900
-0.405111,-0.553476,-0.498551,0.380694,0.096007,0.243029,-0.189100,0.01383000,0.118800
-0.024990,-0.353196,-0.083391,0.486220,0.323249,0.019124,0.534100,0.01425000,0.046600
-0.565021,-0.460557,-0.074915,0.139122,0.442234,0.394631,0.282100,0.01226000,-0.096400
-0.490302,-0.078855,-0.012143,0.465457,0.203819,0.352537,0.639700,0.01528000,-0.083900
-0.281231,-0.059068,-0.377190,0.284548,0.253047,0.414596,0.610400,0.01243000,-0.055900
-0.596753,-0.339186,-0.582350,0.138400,0.346520,0.411960,0.185000,0.01255000,-0.044300
-0.450717,-0.127867,-0.144668,0.188251,0.061419,0.467008,0.198600,0.01364000,-0.043300
-0.424019,-0.048281,-0.145693,0.252012,0.017826,0.436976,0.303100,0.01353000,-0.043500
-0.002585,-0.011477,-0.539310,0.396462,0.492439,0.141628,0.827900,0.01500000,-0.007600
-0.364601,-0.249656,-0.405374,0.489106,0.512182,0.419612,0.250400,0.01371000,0.036600
-0.589188,-0.529769,-0.432921,0.244560,0.178022,0.160090,-0.203500,0.01326000,0.062300
-0.198556,-0.545277,-0.287560,0.311903,0.113680,0.546308,-0.100000,0.01362000,0.085200
-0.024366,-0.341833,-0.265550,0.386023,0.266219,0.101023,0.370600,0.01318000,0.067700
-0.446548,-0.476952,-0.371865,0.076988,0.413920,0.326457,-0.334100,0.01738000,0.064600
-0.042612,-0.159324,-0.296543,0.244742,0.401329,0.121896,0.530500,0.01162000,0.008900
-0.463498,-0.570371,-0.159503,0.572559,0.319966,0.421593,0.154800,0.01687000,0.028500
-0.064545,-0.180327,-0.144640,0.245717,0.218844,0.118776,0.391500,0.00850000,0.023700
-0.222425,-0.427663,-0.480091,0.473773,0.266892,0.014527,-0.044000,0.01303000,0.159900
-0.545554,-0.483725,-0.193519,0.471854,0.281095,0.061313,0.057000,0.01507000,0.049900
-0.054693,-0.293349,-0.088926,0.320630,0.062188,0.540366,0.393100,0.01265000,-0.005700
-0.206185,-0.438096,-0.568614,0.118221,0.462951,0.330014,0.221300,0.01216000,0.019900
-0.328771,-0.534469,-0.338529,0.427719,0.588547,0.298241,0.192800,0.01465000,0.042700
-0.056018,-0.497059,-0.227695,0.154842,0.440479,0.128861,0.250500,0.01046000,0.035200
-0.268415,-0.336867,-0.342335,0.230098,0.586245,0.597168,0.290700,0.01386000,-0.024400
-0.109075,-0.412559,-0.417423,0.459182,0.528221,0.179667,0.262700,0.01329000,0.094000
-0.053487,-0.530245,-0.190535,0.490648,0.250211,0.053521,0.237000,0.01319000,0.105700
-0.400542,-0.274881,-0.356438,0.255790,0.571211,0.188480,0.314500,0.01177000,-0.010400
-0.329561,-0.171712,-0.358852,0.148628,0.211647,0.101075,0.076400,0.00842000,0.045900
-0.029960,-0.177969,-0.520805,0.331712,0.417646,0.086789,0.595600,0.01790000,0.034600
-0.164622,-0.368239,-0.575494,0.429881,0.196162,0.300128,0.169900,0.01492000,0.104400
-0.031731,-0.433143,-0.021461,0.291914,0.352049,0.155787,0.536800,0.01035000,-0.011700
-0.586588,-0.213266,-0.443028,0.413643,0.503259,0.107726,0.289200,0.01524000,0.004200
-0.531209,-0.413457,-0.049798,0.507423,0.092264,0.028464,0.105300,0.01568000,0.044500
-0.366751,-0.527451,-0.252337,0.432206,0.314332,0.408123,0.097000,0.01384000,0.043000
-0.166936,-0.538884,-0.548111,0.316764,0.437101,0.551660,0.066100,0.01366000,0.076500
-0.021428,-0.192060,-0.201751,0.318154,0.310470,0.070356,0.430900,0.00935000,0.041200
-0.133087,-0.215362,-0.247860,0.116501,0.064150,0.101865,0.062100,0.00839000,0.068700
-0.527014,-0.295889,-0.347409,0.201748,0.467999,0.469168,0.306600,0.01305000,-0.067900
-0.413410,-0.107011,-0.507435,0.405918,0.243291,0.345669,0.335900,0.01348000,0.013400
-0.542830,-0.171681,-0.126293,0.134355,0.166351,0.594266,0.122600,0.01578000,-0.070300
-0.372839,-0.338156,-0.279700,0.345218,0.571881,0.233525,0.385900,0.01269000,-0.014000
-0.369456,-0.513770,-0.105425,0.388806,0.360944,0.078350,0.226700,0.01293000,0.026200
-0.553570,-0.270583,-0.582586,0.082123,0.598689,0.243584,-0.245700,0.02379000,0.041800
-0.128369,-0.182698,-0.068935,0.383438,0.365215,0.499316,0.752000,0.01056000,-0.076200
-0.339862,-0.560010,-0.054929,0.445811,0.388141,0.290196,0.381000,0.01385000,-0.011400
-0.151579,-0.327924,-0.505261,0.401030,0.102914,0.114620,0.004300,0.01317000,0.146900
-0.108084,-0.497428,-0.156628,0.352325,0.575222,0.277274,0.536500,0.01281000,-0.014600
-0.372261,-0.353059,-0.214259,0.076108,0.228298,0.012123,-0.104700,0.01375000,0.051800
-0.372270,-0.049535,-0.034665,0.152448,0.081659,0.069098,0.286600,0.01091000,-0.025700
-0.466300,-0.422207,-0.511155,0.244443,0.532089,0.351024,0.193200,0.01279000,-0.004800
-0.180258,-0.105786,-0.092051,0.392166,0.482692,0.302997,0.848200,0.01112000,-0.081100
-0.306542,-0.423077,-0.121288,0.574620,0.567436,0.269545,0.535000,0.01656000,-0.009600
-0.566940,-0.188856,-0.365814,0.098324,0.534216,0.107772,-0.045700,0.01824000,0.003400
-0.169946,-0.505445,-0.296374,0.292767,0.038308,0.244600,-0.037000,0.01184000,0.099800
-0.144476,-0.286548,-0.583786,0.317355,0.490156,0.335064,0.748800,0.01909000,-0.039000
-0.181077,-0.332817,-0.048360,0.570639,0.229767,0.016805,0.480500,0.01399000,0.047700
-0.518588,-0.438805,-0.034587,0.120351,0.027402,0.485322,-0.045200,0.01564000,-0.034100
-0.488096,-0.411334,-0.169096,0.400869,0.380350,0.404431,0.275700,0.01352000,-0.025800
-0.549776,-0.021881,-0.593379,0.244061,0.498374,0.444949,0.666000,0.01474000,-0.114800
-0.306343,-0.258234,-0.512362,0.408609,0.433062,0.425310,0.325400,0.01539000,0.029800
-0.559127,-0.448695,-0.455760,0.455642,0.458722,0.558914,0.011600,0.01647000,0.027900
-0.043604,-0.135727,-0.040267,0.426116,0.501840,0.235446,0.932600,0.01142000,-0.069700
-0.262186,-0.517648,-0.001844,0.168653,0.066151,0.143064,0.104100,0.01130000,0.016700
-0.475403,-0.329436,-0.130286,0.385714,0.024256,0.535430,0.146600,0.01509000,-0.011200
-0.342356,-0.267098,-0.379382,0.156904,0.122393,0.337399,0.015300,0.00777000,0.038400
-0.282428,-0.512868,-0.506886,0.405669,0.025754,0.118885,-0.249800,0.01318000,0.171300
-0.149424,-0.023126,-0.530764,0.447632,0.227388,0.495716,0.860500,0.02372000,-0.048300
-0.003828,-0.389942,-0.052518,0.283966,0.320883,0.578459,0.710300,0.01062000,-0.083700
-0.325290,-0.342197,-0.259211,0.140050,0.063977,0.568144,-0.082400,0.01216000,0.028300
-0.031390,-0.567289,-0.130596,0.114260,0.305307,0.303265,0.345700,0.00974000,-0.014400
-0.258443,-0.207131,-0.053048,0.392049,0.178283,0.434979,0.549200,0.01271000,-0.048600
-0.526335,-0.054353,-0.324632,0.430350,0.098258,0.347468,0.269900,0.01539000,-0.001000
-0.474593,-0.262687,-0.383903,0.177128,0.502943,0.251469,0.304700,0.01193000,-0.039600
-0.585359,-0.315888,-0.562097,0.439670,0.593701,0.073686,0.341600,0.01634000,0.008800
-0.585213,-0.328496,-0.075951,0.384844,0.114068,0.040844,0.066200,0.01445000,0.021100
-0.368787,-0.263327,-0.304099,0.251368,0.482468,0.205997,0.331200,0.01076000,-0.013100
-0.504006,-0.301293,-0.294795,0.129607,0.575425,0.553353,0.267400,0.01446000,-0.081600
-0.476719,-0.453290,-0.433637,0.198250,0.271696,0.374084,0.065400,0.01071000,0.004300
-0.034974,-0.488575,-0.291260,0.329555,0.465288,0.377308,0.366400,0.01155000,0.031500
-0.081716,-0.098987,-0.514029,0.406582,0.068728,0.367931,0.641100,0.02057000,0.007900
-0.167956,-0.324762,-0.284974,0.498433,0.498397,0.389867,0.417800,0.01358000,0.031700
-0.358971,-0.553661,-0.150406,0.470252,0.514741,0.393988,0.328400,0.01516000,-0.005400
-0.322326,-0.286265,-0.288844,0.123977,0.595683,0.161764,0.319800,0.01099000,-0.024300
-0.036202,-0.054539,-0.204641,0.129323,0.536692,0.408807,1.029900,0.01231000,-0.158900
-0.098431,-0.443130,-0.066419,0.428380,0.311256,0.157414,0.484500,0.01225000,0.019500
-0.300648,-0.493791,-0.419192,0.490381,0.097420,0.097778,-0.122500,0.01372000,0.151800
-0.331399,-0.470906,-0.487036,0.085268,0.412330,0.094948,-0.244000,0.01305000,0.103100
-0.407140,-0.408053,-0.131378,0.573784,0.017584,0.176064,0.192700,0.01567000,0.058900
-0.059724,-0.517851,-0.440961,0.383246,0.224905,0.265505,0.036500,0.01238000,0.129900
-0.210456,-0.018412,-0.005044,0.339571,0.147406,0.078938,0.565000,0.01079000,-0.022800
-0.406099,-0.423132,-0.341091,0.416476,0.092433,0.136027,-0.067000,0.01308000,0.098600
-0.378116,-0.264131,-0.502411,0.254611,0.021169,0.237995,-0.121800,0.01160000,0.095300
-0.123051,-0.043366,-0.207794,0.495499,0.068777,0.556044,0.857200,0.01606000,-0.065300
-0.581977,-0.341835,-0.015651,0.575228,0.165166,0.062053,0.276900,0.01706000,0.011200
-0.519296,-0.562011,-0.002828,0.278371,0.511373,0.087966,0.262100,0.01394000,-0.038300
-0.339304,-0.455423,-0.206080,0.140700,0.572869,0.288676,0.349700,0.01227000,-0.051200
-0.460707,-0.198946,-0.507369,0.310877,0.500312,0.195469,0.328400,0.01147000,-0.001900
-0.500783,-0.292148,-0.451756,0.509636,0.295576,0.350631,0.137100,0.01532000,0.048600
-0.369335,-0.359732,-0.103844,0.173875,0.008683,0.365344,0.097500,0.01215000,-0.008000
-0.063255,-0.504041,-0.085639,0.510916,0.334839,0.366355,0.520000,0.01388000,0.015200
-0.148467,-0.494006,-0.168311,0.371695,0.069211,0.129984,0.107100,0.01212000,0.087400
-0.368850,-0.331233,-0.063056,0.170228,0.263140,0.522726,0.446000,0.01130000,-0.100100
-0.134848,-0.568377,-0.032847,0.067507,0.262303,0.365631,0.126300,0.01573000,-0.004800
-0.021706,-0.040494,-0.424361,0.548881,0.030890,0.081006,0.455200,0.01630000,0.099100
-0.216169,-0.299787,-0.436787,0.070817,0.485536,0.335231,0.060700,0.01142000,0.041300
-0.456529,-0.449551,-0.477467,0.236434,0.467797,0.140136,0.050400,0.01189000,0.040700
-0.560031,-0.354852,-0.366200,0.452790,0.298814,0.106210,0.071100,0.01473000,0.052500
-0.577439,-0.245284,-0.386959,0.418191,0.324974,0.409276,0.129100,0.01517000,0.008500
-0.100441,-0.017343,-0.152226,0.490230,0.297401,0.440584,0.992100,0.01403000,-0.086900
-0.334675,-0.341914,-0.278133,0.572977,0.448070,0.035098,0.320700,0.01471000,0.064400
-0.548554,-0.225573,-0.172567,0.228484,0.585246,0.231073,0.479600,0.01382000,-0.092300
-0.220052,-0.598493,-0.343603,0.159076,0.020343,0.045534,-0.354700,0.01131000,0.151300
-0.250756,-0.543136,-0.051742,0.369826,0.448250,0.114720,0.398000,0.01271000,0.001400
-0.018146,-0.377402,-0.363533,0.222686,0.066555,0.362281,0.004000,0.01030000,0.103900
-0.064752,-0.596621,-0.279889,0.173658,0.394660,0.361397,0.282200,0.01114000,0.011700
-0.202452,-0.571915,-0.088851,0.134244,0.077760,0.396826,0.041700,0.01185000,0.018400
-0.200606,-0.587058,-0.033026,0.112605,0.304941,0.278411,0.308600,0.00988000,-0.036500
-0.229638,-0.585798,-0.189689,0.166784,0.089614,0.342294,-0.050800,0.01102000,0.051800
-0.367114,-0.297193,-0.068613,0.524789,0.141034,0.377530,0.488300,0.01485000,-0.022100
-0.591678,-0.189224,-0.095121,0.588077,0.170046,0.263750,0.438400,0.01747000,-0.027000
-0.414561,-0.367894,-0.075805,0.185131,0.213931,0.139135,0.182500,0.01021000,-0.014400
-0.032502,-0.217262,-0.134567,0.117114,0.167292,0.174750,0.357800,0.00665000,0.003700
-0.533254,-0.568415,-0.363050,0.545052,0.281577,0.495380,-0.127800,0.01753000,0.074600
-0.280050,-0.461895,-0.099547,0.471444,0.331974,0.263276,0.419300,0.01354000,0.004100
-0.588841,-0.244484,-0.123924,0.081041,0.412477,0.285338,0.020000,0.02081000,-0.051100
-0.574021,-0.408523,-0.465254,0.539102,0.546547,0.319052,0.104700,0.01792000,0.040800
-0.181872,-0.422433,-0.436153,0.090825,0.213138,0.438438,-0.062200,0.01053000,0.065100
-0.569733,-0.506887,-0.020580,0.271238,0.271136,0.487813,0.264800,0.01211000,-0.081200
-0.513018,-0.554521,-0.516808,0.352616,0.197019,0.152035,-0.159900,0.01377000,0.094800
-0.448466,-0.563801,-0.010591,0.320667,0.367851,0.258141,0.318700,0.01288000,-0.041600
-0.295664,-0.504702,-0.337685,0.378710,0.307993,0.199011,0.073600,0.01233000,0.076900
-0.077264,-0.335051,-0.309141,0.143837,0.312963,0.251030,0.279400,0.00895000,0.023200
-0.375868,-0.284973,-0.380697,0.350899,0.151915,0.085865,-0.036200,0.01079000,0.095800
-0.321075,-0.369750,-0.164982,0.217856,0.282397,0.355748,0.361300,0.00946000,-0.041400
-0.205700,-0.353084,-0.443727,0.576117,0.535252,0.590921,0.148000,0.01753000,0.087500
-0.529147,-0.081134,-0.282606,0.252699,0.564890,0.167726,0.462700,0.01372000,-0.064600
-0.237586,-0.486729,-0.468000,0.369841,0.446791,0.470881,0.084800,0.01284000,0.071700
-0.383228,-0.308145,-0.488950,0.143387,0.510475,0.360690,0.231400,0.01153000,-0.014700
-0.118916,-0.008551,-0.014123,0.481284,0.516565,0.031403,0.938900,0.01207000,-0.053300
-0.241047,-0.049387,-0.150061,0.367722,0.103647,0.027296,0.345300,0.00981000,0.037200
-0.379264,-0.048665,-0.284614,0.283279,0.126271,0.249191,0.287100,0.01220000,-0.000000
-0.034150,-0.428478,-0.408656,0.273581,0.214409,0.496649,0.126400,0.01043000,0.074600
-0.441293,-0.149289,-0.484534,0.436647,0.113443,0.500467,0.145500,0.01554000,0.038300
-0.346760,-0.011710,-0.089358,0.512980,0.511633,0.072544,0.789500,0.01495000,-0.051300
-0.370104,-0.346576,-0.379333,0.480005,0.202123,0.469834,0.030100,0.01366000,0.074200
-0.138595,-0.584035,-0.587447,0.368868,0.196383,0.049137,-0.160700,0.01320000,0.182500
-0.126547,-0.078067,-0.371834,0.234330,0.202084,0.156077,0.487100,0.01344000,0.008800
-0.516204,-0.164803,-0.327447,0.163662,0.041952,0.054226,-0.135800,0.01239000,0.056100
-0.244907,-0.165903,-0.371908,0.383897,0.580156,0.581209,0.689600,0.01734000,-0.066500
-0.368670,-0.155882,-0.546011,0.322086,0.001971,0.512681,0.125900,0.01795000,0.042300
-0.575208,-0.570882,-0.190872,0.417713,0.519237,0.475448,0.163300,0.01617000,-0.027800
-0.125046,-0.457621,-0.439778,0.097584,0.012779,0.236225,-0.239400,0.01054000,0.131200
-0.017835,-0.052618,-0.422543,0.526673,0.306900,0.081862,0.646400,0.01547000,0.054100
-0.177124,-0.575042,-0.075081,0.152900,0.437134,0.544318,0.460600,0.01259000,-0.080800
-0.590172,-0.310369,-0.551797,0.580393,0.260677,0.355149,0.254600,0.01802000,0.030200
-0.088809,-0.562738,-0.128213,0.551837,0.082678,0.505389,0.317100,0.01508000,0.053900
-0.363155,-0.070960,-0.398682,0.509272,0.579239,0.087647,0.562400,0.01549000,0.007600
-0.439553,-0.517048,-0.206345,0.283621,0.508464,0.041667,0.132400,0.01309000,0.021900
-0.561382,-0.093834,-0.486017,0.068001,0.419933,0.106000,-0.123200,0.01970000,0.030900
-0.081217,-0.233328,-0.046799,0.212806,0.365987,0.509861,0.804400,0.00978000,-0.121500
-0.292203,-0.170249,-0.289908,0.218362,0.136305,0.177224,0.148200,0.00916000,0.038200
-0.379578,-0.535635,-0.370522,0.000305,0.087325,0.220168,-0.374600,0.02923000,0.098900
-0.395386,-0.589903,-0.330882,0.230999,0.597455,0.328924,0.151100,0.01397000,-0.000600
-0.479945,-0.305910,-0.255389,0.252795,0.324662,0.565600,0.296900,0.01282000,-0.063200
-0.320231,-0.325728,-0.243038,0.552915,0.272238,0.182096,0.322100,0.01376000,0.052400
-0.486073,-0.476253,-0.046302,0.125326,0.204572,0.345383,0.047600,0.01389000,-0.034800
-0.122443,-0.342703,-0.542948,0.237629,0.388856,0.319817,0.443400,0.01332000,0.009300
-0.296634,-0.321232,-0.113508,0.050481,0.506931,0.582103,0.036600,0.02729000,-0.038900
-0.381052,-0.584124,-0.573891,0.149243,0.140762,0.397012,-0.288600,0.01184000,0.096700
-0.269370,-0.510771,-0.515144,0.163541,0.017937,0.558611,-0.472600,0.01317000,0.148300
-0.348608,-0.338242,-0.143962,0.119563,0.252145,0.107678,0.143100,0.00908000,0.002000
-0.248037,-0.481442,-0.226412,0.342453,0.516294,0.399622,0.382000,0.01252000,-0.012000
-0.107395,-0.129241,-0.469856,0.440825,0.326421,0.566034,0.675000,0.02075000,-0.018500
-0.139904,-0.526075,-0.585843,0.413597,0.547335,0.009734,0.110900,0.01451000,0.136100
-0.153893,-0.584500,-0.402164,0.486810,0.072746,0.562333,-0.133000,0.01512000,0.141200
-0.046526,-0.047516,-0.287262,0.590284,0.352047,0.561861,0.664700,0.01860000,0.004000
-0.368518,-0.534313,-0.317873,0.359392,0.260210,0.552765,-0.002100,0.01260000,0.043600
-0.335269,-0.285536,-0.500460,0.496540,0.077792,0.489236,-0.027800,0.01447000,0.109400
-0.468204,-0.120270,-0.010328,0.502167,0.319626,0.024733,0.552500,0.01482000,-0.028600
-0.258664,-0.230020,-0.521770,0.374600,0.329999,0.295277,0.520500,0.01737000,0.005300
-0.407822,-0.362711,-0.263873,0.164575,0.532060,0.233676,0.303500,0.01176000,-0.038300
-0.325460,-0.413139,-0.402253,0.340588,0.454988,0.373390,0.163800,0.01179000,0.037600
-0.204007,-0.088289,-0.228429,0.340764,0.198054,0.206409,0.520500,0.01150000,-0.006100
-0.360938,-0.095888,-0.577517,0.252694,0.144840,0.420852,0.315900,0.01740000,0.001200
-0.329192,-0.387425,-0.313697,0.480598,0.388548,0.135039,0.222800,0.01307000,0.064000
-0.305807,-0.579369,-0.438841,0.314079,0.228224,0.536178,-0.118500,0.01224000,0.082600
-0.013192,-0.578135,-0.431815,0.560636,0.479119,0.200051,0.693300,0.01982000,0.038400
-0.294986,-0.389805,-0.529322,0.223885,0.231264,0.517889,-0.124600,0.01278000,0.082600
-0.151302,-0.139605,-0.262964,0.245497,0.353875,0.373594,0.702400,0.01120000,-0.069200
-0.461713,-0.401470,-0.541265,0.298936,0.167429,0.177075,-0.140900,0.01165000,0.094100
-0.095615,-0.175229,-0.016736,0.505820,0.035050,0.525349,0.696700,0.01381000,-0.038900
-0.555845,-0.198927,-0.061236,0.236695,0.096607,0.126312,0.163900,0.01300000,-0.024900
-0.555708,-0.343336,-0.481694,0.185950,0.280046,0.476678,0.166800,0.01219000,-0.038600
-0.001601,-0.109088,-0.384005,0.281163,0.549892,0.525459,0.840400,0.01421000,-0.081600
-0.389760,-0.245745,-0.226239,0.340597,0.444487,0.261771,0.446000,0.01178000,-0.033300
-0.103986,-0.442114,-0.208009,0.190579,0.529919,0.577612,0.465600,0.01293000,-0.053000
-0.484541,-0.327714,-0.060943,0.320510,0.181252,0.248753,0.285700,0.01293000,-0.033000
-0.178127,-0.192234,-0.285990,0.495576,0.585763,0.172218,0.598300,0.01447000,0.015000
-0.059061,-0.047139,-0.304013,0.107866,0.015987,0.534894,0.434100,0.01632000,-0.034900
-0.548930,-0.045343,-0.217952,0.180181,0.182426,0.028085,0.089700,0.01174000,0.003300
-0.012241,-0.472229,-0.331168,0.378635,0.412088,0.036101,0.377900,0.01390000,0.074600
-0.537098,-0.202874,-0.104540,0.306163,0.039222,0.543884,0.179500,0.01555000,-0.045800
-0.404797,-0.296463,-0.041579,0.460015,0.319046,0.570987,0.483900,0.01581000,-0.065700
-0.399706,-0.506694,-0.327783,0.091660,0.169963,0.321515,-0.284300,0.01388000,0.069200
-0.454304,-0.374329,-0.487732,0.395346,0.081671,0.228426,-0.093300,0.01278000,0.095800
-0.364284,-0.040710,-0.423726,0.317860,0.557016,0.233353,0.614600,0.01286000,-0.049400
-0.180143,-0.149028,-0.482855,0.501331,0.013640,0.024657,0.270300,0.01938000,0.119500
-0.544925,-0.563269,-0.083250,0.237522,0.592721,0.566037,0.297800,0.01637000,-0.099400
-0.520642,-0.388066,-0.099531,0.509355,0.284871,0.084506,0.260000,0.01525000,0.015700
-0.090829,-0.223659,-0.065617,0.377062,0.138309,0.201861,0.512300,0.01085000,0.004700
-0.221138,-0.472262,-0.150164,0.285765,0.263019,0.300256,0.292600,0.01051000,0.005400
-0.277991,-0.435885,-0.117399,0.081892,0.182492,0.511508,0.003300,0.01588000,-0.003500
-0.031471,-0.035185,-0.321358,0.084403,0.095087,0.373687,0.528900,0.01514000,-0.042400
-0.242545,-0.420602,-0.266757,0.421283,0.276763,0.187808,0.205700,0.01215000,0.064500
-0.195582,-0.419135,-0.473053,0.528257,0.516401,0.258654,0.146800,0.01479000,0.112500
-0.548005,-0.409526,-0.075756,0.181257,0.071510,0.424683,0.001900,0.01418000,-0.029800
-0.057858,-0.021849,-0.105116,0.086414,0.069866,0.093342,0.410600,0.00798000,-0.011600
-0.095190,-0.434908,-0.522068,0.532666,0.095869,0.419833,0.012900,0.01464000,0.155400
-0.440626,-0.248414,-0.276189,0.118859,0.296645,0.222568,0.179500,0.00975000,-0.020900
-0.384297,-0.398755,-0.014121,0.417729,0.398811,0.029494,0.405500,0.01315000,-0.006900
-0.583844,-0.461793,-0.023541,0.235933,0.083668,0.376933,0.043500,0.01428000,-0.035600
-0.332742,-0.428557,-0.332880,0.278070,0.327152,0.408869,0.173100,0.01038000,0.014600
-0.431112,-0.228988,-0.562278,0.266786,0.211095,0.028302,-0.060600,0.01134000,0.096500
-0.211063,-0.248207,-0.590956,0.313566,0.168821,0.244426,0.371100,0.01917000,0.042300
-0.424456,-0.125215,-0.171064,0.086790,0.243093,0.580756,0.090800,0.01915000,-0.047300
-0.417263,-0.185469,-0.253641,0.427434,0.006567,0.557926,0.180300,0.01503000,0.011700
-0.556786,-0.478045,-0.418080,0.458735,0.091460,0.456865,-0.150300,0.01606000,0.072200
-0.453616,-0.156421,-0.071813,0.399996,0.339493,0.480176,0.575300,0.01368000,-0.088800
-0.305805,-0.326965,-0.383992,0.152332,0.140232,0.174221,-0.072500,0.00852000,0.075100
-0.019799,-0.446745,-0.347619,0.438301,0.351427,0.475745,0.418700,0.01610000,0.039800
-0.037225,-0.324317,-0.465017,0.420055,0.375125,0.271387,0.373400,0.01167000,0.071300
-0.181212,-0.477779,-0.111358,0.343566,0.241875,0.460318,0.331700,0.01181000,-0.002400
-0.409900,-0.300911,-0.379081,0.577352,0.528963,0.598058,0.194500,0.01805000,0.030700
-0.041181,-0.124109,-0.220855,0.350772,0.337733,0.036755,0.543500,0.01127000,0.030100
-0.409633,-0.488264,-0.108004,0.229863,0.446603,0.000927,0.142900,0.01199000,0.012800
-0.186454,-0.478422,-0.019789,0.140913,0.268630,0.515653,0.455300,0.01140000,-0.082800
-0.465000,-0.531666,-0.523648,0.518731,0.144170,0.347774,-0.061600,0.01571000,0.100800
