w1,w2,w3,w4,w5,w6,CL,CD,CM
-0.013603,-0.569626,-0.211578,0.170372,0.119761,0.187709,0.059600,0.00953000,0.078700
-0.086902,-0.164123,-0.150921,0.079085,0.416943,0.093645,0.439100,0.00831000,-0.018500
-0.552432,-0.017805,-0.261429,0.145425,0.543118,0.183756,0.450400,0.01300000,-0.087900
-0.349992,-0.052611,-0.174017,0.457402,0.163073,0.563693,0.467300,0.01560000,-0.035500
-0.536671,-0.155322,-0.037179,0.576126,0.226579,0.027788,0.443400,0.01673000,-0.004800
-0.505424,-0.554567,-0.220665,0.139138,0.468488,0.271416,0.129000,0.01247000,-0.034500
-0.274631,-0.352732,-0.084904,0.307139,0.340087,0.374121,0.519500,0.01043000,-0.056100
-0.095198,-0.383244,-0.415640,0.447278,0.325000,0.439267,0.139000,0.01286000,0.101300
-0.081998,-0.330289,-0.140229,0.442750,0.332075,0.007294,0.410200,0.01151000,0.059900
-0.200523,-0.035751,-0.217257,0.096105,0.090589,0.407044,0.505200,0.01383000,-0.070100
-0.324485,-0.459702,-0.139922,0.345250,0.118634,0.432303,0.146600,0.01310000,0.016300
-0.269759,-0.216644,-0.194115,0.336732,0.192430,0.496462,0.314100,0.01144000,-0.007500
-0.566191,-0.448671,-0.035316,0.517480,0.407706,0.136446,0.360800,0.01611000,-0.021600
-0.525776,-0.133049,-0.062289,0.288775,0.230364,0.264316,0.435800,0.01261000,-0.074100
-0.252927,-0.190777,-0.239888,0.316225,0.174226,0.074296,0.183900,0.00955000,0.059600
-0.186536,-0.578864,-0.091366,0.516474,0.180309,0.233808,0.312700,0.01444000,0.051400
-0.507268,-0.549288,-0.213549,0.424587,0.027297,0.506483,-0.099500,0.01581000,0.044400
-0.178984,-0.136425,-0.466050,0.351568,0.112543,0.150325,0.371100,0.01728000,0.056100
-0.334081,-0.100210,-0.573679,0.349067,0.185042,0.022803,0.210700,0.01701000,0.081300
-0.589868,-0.015049,-0.545469,0.091896,0.365220,0.310289,-0.069100,0.01897000,0.009100
-0.229216,-0.522693,-0.126358,0.452891,0.486513,0.041059,0.369900,0.01369000,0.037400
-0.035844,-0.302550,-0.278251,0.541164,0.385298,0.557961,0.503500,0.01816000,0.026200
-0.225333,-0.582452,-0.274658,0.426022,0.127543,0.080943,-0.053500,0.01327000,0.127600
-0.560577,-0.586172,-0.133041,0.198295,0.102857,0.560260,-0.240000,0.01596000,0.007700
-0.287529,-0.422847,-0.021646,0.168446,0.336284,0.006141,0.224200,0.01011000,0.002300
-0.391876,-0.096285,-0.255270,0.350639,0.258790,0.375665,0.389800,0.01233000,-0.024500
-0.339748,-0.398429,-0.037766,0.185380,0.507289,0.293030,0.556400,0.01168000,-0.096700
-0.444823,-0.443031,-0.486209,0.077250,0.001547,0.435695,-0.490600,0.01486000,0.109800
-0.271879,-0.314416,-0.538868,0.465470,0.065936,0.149666,0.049300,0.01491000,0.129100
-0.267320,-0.321473,-0.449033,0.287908,0.058719,0.555350,-0.212400,0.01303000,0.112600
-0.067051,-0.345537,-0.350925,0.274769,0.104029,0.406463,0.053200,0.01083000,0.091200
-0.291653,-0.391722,-0.106100,0.505535,0.159095,0.026103,0.239600,0.01354000,0.066700
-0.180593,-0.015519,-0.561081,0.465116,0.542889,0.418388,1.185100,0.02303000,-0.109300
-0.323954,-0.265056,-0.455355,0.460022,0.180302,0.048269,0.014600,0.01252000,0.126300
-0.267047,-0.353222,-0.061593,0.294177,0.566290,0.068427,0.535500,0.01208000,-0.036900
-0.237305,-0.398777,-0.417505,0.141773,0.148397,0.003826,-0.252500,0.00906000,0.138700
-0.239310,-0.080846,-0.492186,0.220276,0.529095,0.276905,0.857900,0.01778000,-0.093300
-0.350453,-0.526840,-0.220171,0.459690,0.196816,0.335682,0.118700,0.01396000,0.052100
-0.538260,-0.584541,-0.274183,0.343805,0.152870,0.524709,-0.239100,0.01586000,0.051600
-0.156704,-0.332900,-0.164447,0.486418,0.085224,0.057949,0.238800,0.01234000,0.089800
-0.504594,-0.571574,-0.283675,0.401301,0.147236,0.175111,-0.109500,0.01456000,0.074700
-0.292859,-0.034328,-0.415798,0.273519,0.123408,0.400306,0.368300,0.01402000,-0.005000
-0.286099,-0.541205,-0.377808,0.392330,0.507675,0.524892,0.139500,0.01412000,0.040400
-0.132707,-0.558952,-0.134752,0.211510,0.359615,0.533015,0.402500,0.01194000,-0.043800
-0.293109,-0.242539,-0.396927,0.072589,0.547273,0.024692,-0.019300,0.01454000,0.059700
-0.325525,-0.179556,-0.580435,0.141548,0.578451,0.149826,0.586500,0.01938000,-0.046200
-0.270450,-0.060572,-0.401780,0.547531,0.101897,0.242065,0.518700,0.01648000,0.036300
-0.240238,-0.106423,-0.022879,0.185585,0.468933,0.289122,0.796900,0.01007000,-0.126600
-0.090528,-0.586306,-0.479679,0.281113,0.100968,0.020340,-0.286100,0.01189000,0.194900
-0.470757,-0.037803,-0.031609,0.008403,0.499518,0.414839,0.400900,0.02797000,-0.125800
-0.380914,-0.421018,-0.040279,0.379590,0.459471,0.260101,0.524800,0.01290000,-0.056200
-0.098575,-0.149021,-0.168522,0.145338,0.233711,0.218784,0.480600,0.00792000,-0.026400
-0.588615,-0.103197,-0.164254,0.344087,0.073638,0.265966,0.247400,0.01476000,-0.030500
-0.573218,-0.439645,-0.521254,0.211151,0.571385,0.559358,0.148200,0.01608000,-0.042500
-0.513412,-0.506657,-0.301502,0.086436,0.351070,0.130413,-0.248100,0.01593000,0.047800
-0.461686,-0.579223,-0.534041,0.416668,0.288061,0.151011,-0.073100,0.01421000,0.100100
-0.066085,-0.076727,-0.240669,0.121646,0.550370,0.434236,0.981400,0.01319000,-0.153200
-0.340441,-0.427726,-0.334614,0.476369,0.533535,0.557383,0.211700,0.01541000,0.024000
-0.496518,-0.329722,-0.105949,0.152938,0.429377,0.506619,0.441400,0.01211000,-0.120300
-0.330137,-0.290167,-0.086922,0.190616,0.184675,0.119205,0.232300,0.00956000,-0.004700
-0.097561,-0.430762,-0.092029,0.155414,0.503707,0.092519,0.425900,0.01057000,-0.014600
-0.425920,-0.445942,-0.209387,0.308519,0.020786,0.442817,-0.042700,0.01355000,0.034500
-0.323864,-0.343717,-0.493884,0.102146,0.487101,0.167326,0.055400,0.01058000,0.044100
-0.400589,-0.507497,-0.547820,0.174985,0.169486,0.257849,-0.160200,0.01039000,0.080900
-0.262277,-0.239854,-0.507704,0.183830,0.027251,0.381091,0.113700,0.01669000,0.045800
-0.463179,-0.356923,-0.391508,0.461150,0.009746,0.469035,-0.035500,0.01462000,0.068600
-0.210421,-0.309127,-0.035870,0.524407,0.211988,0.143458,0.538300,0.01351000,0.011900
-0.260590,-0.292604,-0.353439,0.327475,0.294945,0.293834,0.195400,0.01017000,0.047500
-0.126128,-0.370951,-0.127171,0.278038,0.227279,0.469896,0.466800,0.00901000,-0.032200
-0.296173,-0.114947,-0.064139,0.141342,0.212477,0.187507,0.448700,0.00839000,-0.057200
-0.577653,-0.134651,-0.198068,0.526740,0.010283,0.195835,0.228000,0.01685000,0.018700
-0.504208,-0.284796,-0.025622,0.354355,0.062704,0.465072,0.299100,0.01474000,-0.053700
-0.286145,-0.554189,-0.368545,0.099741,0.071894,0.412678,-0.345100,0.01269000,0.102700
-0.129846,-0.305227,-0.368697,0.504508,0.398207,0.043707,0.283100,0.01313000,0.105700
-0.394264,-0.592875,-0.206027,0.420833,0.596369,0.133473,0.256500,0.01517000,0.019700
-0.401041,-0.061776,-0.048548,0.073718,0.162702,0.016490,0.206700,0.01627000,-0.024300
-0.430145,-0.531244,-0.384461,0.489032,0.015687,0.332199,-0.080900,0.01521000,0.096900
-0.067173,-0.199334,-0.506033,0.290880,0.064010,0.316292,0.426300,0.01821000,0.034500
-0.050571,-0.197516,-0.285663,0.487194,0.413633,0.229714,0.592100,0.01355000,0.032100
-0.397986,-0.440505,-0.414258,0.415753,0.126863,0.357180,-0.084800,0.01324000,0.091700
-0.027512,-0.065839,-0.531284,0.464339,0.514370,0.331031,1.023000,0.02051000,-0.051700
-0.512252,-0.478013,-0.235910,0.284282,0.437937,0.425527,0.233400,0.01277000,-0.041600
-0.463096,-0.058099,-0.474389,0.120960,0.201182,0.568594,0.125000,0.01396000,-0.025100
-0.577357,-0.562095,-0.287130,0.126402,0.463053,0.286321,0.017400,0.01297000,-0.024000
-0.336065,-0.119362,-0.440564,0.350157,0.526713,0.508189,0.629700,0.01525000,-0.063500
-0.241104,-0.140213,-0.127414,0.443507,0.471583,0.315352,0.719700,0.01168000,-0.054300
-0.253314,-0.432767,-0.301430,0.300681,0.546960,0.550129,0.317600,0.01340000,-0.015000
-0.164635,-0.217931,-0.589390,0.358215,0.411439,0.078201,0.511900,0.01969000,0.044600
-0.151296,-0.498217,-0.518854,0.238656,0.298001,0.557921,-0.036400,0.01386000,0.084600
-0.473731,-0.488949,-0.300210,0.287277,0.469581,0.352017,0.204400,0.01282000,-0.016900
-0.165061,-0.139205,-0.458904,0.320806,0.558274,0.003339,0.598800,0.01735000,0.015800
-0.283164,-0.445172,-0.568497,0.182212,0.261227,0.409849,0.080800,0.01119000,0.041700
-0.554516,-0.597915,-0.179780,0.431667,0.286475,0.590293,-0.067200,0.01714000,0.013600
-0.578820,-0.112649,-0.558399,0.342700,0.177173,0.300400,0.222800,0.01534000,0.001600
-0.341311,-0.192921,-0.216562,0.098168,0.074665,0.373904,0.075200,0.01216000,-0.000900
-0.512248,-0.075956,-0.253459,0.593746,0.295536,0.589275,0.379100,0.01910000,-0.022100
-0.596244,-0.567090,-0.168362,0.425187,0.221084,0.046089,-0.090300,0.01545000,0.058200
-0.509122,-0.383422,-0.158635,0.306701,0.139905,0.353391,0.097400,0.01331000,-0.005800
-0.480989,-0.188133,-0.497733,0.430962,0.199564,0.401409,0.194600,0.01509000,0.028000
-0.447527,-0.456908,-0.280697,0.293761,0.160688,0.096857,-0.102300,0.01220000,0.072800
-0.464672,-0.066322,-0.217366,0.177313,0.571904,0.362831,0.630400,0.01319000,-0.123900
-0.504337,-0.267291,-0.255786,0.153991,0.566820,0.006125,0.191700,0.01272000,-0.014900
-0.282204,-0.475937,-0.474879,0.243991,0.137935,0.171657,-0.197800,0.01110000,0.125700
-0.442096,-0.350751,-0.107463,0.508104,0.455133,0.570866,0.440900,0.01675000,-0.053500
-0.455280,-0.522205,-0.388570,0.478546,0.037496,0.586698,-0.213000,0.01606000,0.095400
-0.473630,-0.317841,-0.441322,0.132564,0.361723,0.532828,0.073100,0.01218000,-0.019700
-0.482988,-0.566141,-0.145396,0.529265,0.508694,0.062950,0.246000,0.01649000,0.027100
-0.459857,-0.145530,-0.569825,0.479983,0.494457,0.564575,0.416500,0.01733000,-0.017300
-0.544060,-0.401827,-0.041783,0.383831,0.299035,0.265803,0.328700,0.01387000,-0.045000
-0.063353,-0.513967,-0.161543,0.199321,0.246952,0.423311,0.365400,0.00958000,-0.013900
-0.175919,-0.531235,-0.115679,0.368841,0.579479,0.130843,0.476100,0.01334000,-0.000400
-0.426219,-0.126889,-0.392165,0.189836,0.530489,0.346504,0.515900,0.01233000,-0.078300
-0.277279,-0.199886,-0.279010,0.138160,0.238258,0.206872,0.223700,0.00774000,0.006300
-0.403027,-0.373265,-0.596326,0.521457,0.173235,0.065425,-0.105400,0.01393000,0.154000
-0.062793,-0.589531,-0.389133,0.153163,0.145815,0.153500,-0.118400,0.00978000,0.123100
-0.280522,-0.372114,-0.085644,0.571729,0.348392,0.365929,0.544900,0.01506000,-0.011400
-0.247015,-0.067665,-0.133695,0.234055,0.117105,0.015602,0.257600,0.00828000,0.028300
-0.198611,-0.256950,-0.112465,0.002744,0.207644,0.222942,0.224800,0.02535000,-0.013200
-0.144466,-0.010001,-0.183906,0.163502,0.408884,0.369124,1.013200,0.00973000,-0.159500
-0.198214,-0.401775,-0.422231,0.408629,0.228082,0.415270,0.007200,0.01247000,0.106600
-0.109031,-0.545114,-0.445738,0.338162,0.416354,0.001960,-0.001500,0.01222000,0.141200
-0.176264,-0.309794,-0.262321,0.113025,0.464846,0.086853,0.240800,0.00959000,0.021000
-0.388710,-0.506406,-0.153890,0.495939,0.505428,0.596054,0.316500,0.01676000,-0.023100
-0.224563,-0.518977,-0.567681,0.425411,0.456178,0.260933,0.046700,0.01394000,0.116800
-0.467389,-0.092672,-0.579416,0.174365,0.133149,0.144585,0.092300,0.01240000,0.034100
-0.260517,-0.132466,-0.084889,0.210816,0.227527,0.453925,0.617500,0.00840000,-0.097800
-0.216384,-0.404747,-0.420317,0.263619,0.564390,0.211412,0.242000,0.01214000,0.041200
-0.251265,-0.485978,-0.029614,0.423744,0.434058,0.363996,0.550400,0.01304000,-0.042200
-0.275545,-0.465313,-0.594652,0.431892,0.317088,0.575719,-0.166300,0.01448000,0.132400
-0.222721,-0.380512,-0.115023,0.510711,0.302095,0.436696,0.470600,0.01420000,-0.002600
-0.234010,-0.456569,-0.581335,0.411566,0.451184,0.416265,0.010600,0.01386000,0.110600
-0.139363,-0.540105,-0.238136,0.351299,0.014406,0.474356,0.006300,0.01318000,0.083200
-0.513790,-0.519474,-0.018752,0.432482,0.024710,0.090391,0.017000,0.01508000,0.042500
-0.340451,-0.535589,-0.435809,0.558020,0.096408,0.106461,-0.128400,0.01506000,0.157700
-0.475141,-0.173416,-0.462484,0.547488,0.305127,0.570624,0.163200,0.01828000,0.036400
-0.550933,-0.591202,-0.007438,0.570064,0.339993,0.452124,0.236500,0.01827000,-0.019800
-0.362737,-0.541212,-0.260218,0.360231,0.517715,0.081069,0.173100,0.01348000,0.042200
-0.312663,-0.291664,-0.340308,0.311547,0.556276,0.046735,0.254900,0.01143000,0.039300
-0.164859,-0.112613,-0.203403,0.383573,0.304079,0.400366,0.701600,0.01245000,-0.048700
-0.111852,-0.424843,-0.491744,0.201550,0.452198,0.505595,0.199800,0.01251000,0.037100
-0.251235,-0.384126,-0.013875,0.481923,0.294819,0.041137,0.455300,0.01319000,0.018500
-0.577252,-0.195008,-0.544811,0.586493,0.596049,0.185308,0.381300,0.02001000,0.014700
-0.566085,-0.434588,-0.158176,0.545809,0.115732,0.343564,0.179700,0.01660000,0.013000
-0.330504,-0.210979,-0.085110,0.478287,0.053791,0.443018,0.488500,0.01425000,-0.028000
-0.422438,-0.250964,-0.389815,0.274640,0.176502,0.057987,-0.054300,0.01048000,0.079900
-0.284124,-0.186365,-0.225227,0.531440,0.532730,0.254228,0.575700,0.01351000,-0.005600
-0.504377,-0.128527,-0.137422,0.397950,0.423486,0.112796,0.485900,0.01365000,-0.041900
-0.259321,-0.456932,-0.044693,0.270758,0.046293,0.347535,0.237500,0.01237000,-0.004500
-0.505443,-0.088706,-0.047097,0.532471,0.559920,0.250550,0.783500,0.01659000,-0.095900
-0.157343,-0.156033,-0.430505,0.570772,0.311885,0.260017,0.706400,0.01919000,0.020900
-0.542396,-0.235402,-0.452224,0.275074,0.504316,0.408129,0.419900,0.01381000,-0.066200
-0.132763,-0.102568,-0.599686,0.521143,0.435622,0.361427,0.982900,0.02422000,-0.040200
-0.167930,-0.107087,-0.583124,0.366597,0.087851,0.270724,0.550900,0.02165000,0.021600
-0.274796,-0.170075,-0.575545,0.518147,0.362093,0.438077,0.662900,0.02370000,-0.004700
-0.173965,-0.367432,-0.019059,0.177242,0.563391,0.177098,0.630600,0.01132000,-0.077400
-0.140558,-0.315863,-0.509362,0.197186,0.552889,0.413758,0.623700,0.01532000,-0.052000
-0.036876,-0.107484,-0.124969,0.471601,0.086623,0.147751,0.630200,0.01199000,0.020200
-0.595546,-0.517808,-0.533734,0.382038,0.194936,0.274360,-0.040900,0.01539000,0.052400
-0.329520,-0.271334,-0.464111,0.312375,0.008593,0.557327,-0.199700,0.01344000,0.104500
-0.498978,-0.052166,-0.125141,0.230605,0.385733,0.450154,0.670600,0.01181000,-0.141000
-0.325425,-0.017979,-0.175494,0.538648,0.028916,0.329711,0.547600,0.01521000,-0.006400
-0.424853,-0.073230,-0.127369,0.497143,0.529694,0.000881,0.636700,0.01524000,-0.030800
-0.584092,-0.449915,-0.565505,0.339613,0.310192,0.416935,0.042200,0.01395000,0.021100
-0.414999,-0.304680,-0.104664,0.341013,0.388121,0.460031,0.510800,0.01178000,-0.078200
-0.441138,-0.344547,-0.556958,0.442158,0.024728,0.179121,-0.129300,0.01293000,0.125000
-0.337684,-0.211799,-0.591560,0.442698,0.504154,0.243690,0.699900,0.02109000,-0.020000
-0.574752,-0.249210,-0.051217,0.436988,0.489224,0.344068,0.565400,0.01497000,-0.093300
-0.112208,-0.261405,-0.210257,0.200277,0.505825,0.269746,0.540800,0.01018000,-0.035800
-0.456965,-0.309013,-0.592204,0.344691,0.335982,0.178819,0.101700,0.01196000,0.060100
-0.307080,-0.153125,-0.280245,0.099887,0.216256,0.165683,0.163800,0.00812000,0.011600
-0.171323,-0.370805,-0.211632,0.564126,0.346485,0.017513,0.356800,0.01380000,0.082500
-0.123078,-0.553939,-0.435961,0.562915,0.169716,0.468545,-0.017300,0.01525000,0.147500
-0.564335,-0.409574,-0.559719,0.477734,0.295106,0.301847,0.126700,0.01561000,0.043700
-0.313910,-0.060157,-0.031856,0.186012,0.277046,0.594738,0.664800,0.01489000,-0.141100
-0.522433,-0.096407,-0.481556,0.281405,0.542544,0.031110,0.324300,0.01380000,-0.003800
-0.438263,-0.551411,-0.005209,0.561714,0.089108,0.031799,0.125700,0.01628000,0.062700
-0.578987,-0.356009,-0.360136,0.216274,0.123256,0.241453,-0.107500,0.01317000,0.030800
-0.371135,-0.305905,-0.333874,0.490806,0.036293,0.472848,0.092200,0.01361000,0.062400
-0.422330,-0.324060,-0.249085,0.236112,0.484896,0.080739,0.232400,0.01160000,-0.000000
-0.220916,-0.496365,-0.270512,0.427088,0.153989,0.214512,0.100700,0.01285000,0.088000
-0.223897,-0.440370,-0.388194,0.196883,0.169586,0.552666,-0.178700,0.01629000,0.083200
-0.515483,-0.044314,-0.420231,0.563280,0.566470,0.012575,0.457200,0.01826000,0.016300
-0.195287,-0.495193,-0.142436,0.169311,0.215459,0.548652,0.169100,0.01546000,-0.013700
-0.299227,-0.212265,-0.028904,0.339318,0.340115,0.555033,0.731500,0.01086000,-0.116800
-0.428511,-0.450282,-0.576645,0.213576,0.126881,0.411727,-0.241200,0.01071000,0.091900
-0.506948,-0.510411,-0.312229,0.289025,0.502546,0.522111,0.184300,0.01412000,-0.034500
-0.512987,-0.289033,-0.167118,0.156320,0.245047,0.040636,0.032200,0.01078000,0.008600
-0.481206,-0.416454,-0.072896,0.262072,0.013873,0.016121,-0.093600,0.01267000,0.050300
-0.330577,-0.204291,-0.514196,0.551582,0.351552,0.174199,0.454300,0.01741000,0.050600
-0.306626,-0.526519,-0.568504,0.426637,0.275179,0.396392,-0.182000,0.01409000,0.139200
-0.326831,-0.458284,-0.180676,0.429183,0.087963,0.597720,0.077900,0.01516000,0.033900
-0.018105,-0.122768,-0.103687,0.140309,0.585518,0.129691,0.780400,0.01023000,-0.078800
-0.038843,-0.294589,-0.003760,0.581636,0.456968,0.103713,0.851300,0.01604000,-0.014200
-0.583490,-0.249534,-0.049616,0.313644,0.088406,0.116559,0.150500,0.01388000,-0.014300
-0.095586,-0.486655,-0.230877,0.409192,0.288972,0.101307,0.221300,0.01196000,0.086800
-0.373004,-0.126764,-0.217127,0.587936,0.025234,0.140816,0.327300,0.01557000,0.055400
-0.256199,-0.408136,-0.335723,0.256345,0.206303,0.189580,0.030200,0.01010000,0.073700
-0.309549,-0.497979,-0.332041,0.571140,0.042233,0.591227,-0.005300,0.01574000,0.095700
-0.462441,-0.511987,-0.263012,0.119125,0.097699,0.038905,-0.319600,0.01219000,0.085600
-0.407982,-0.488262,-0.586752,0.196609,0.389629,0.373918,0.135900,0.01200000,0.012500
-0.419103,-0.457016,-0.255364,0.062924,0.279641,0.389772,-0.236300,0.01826000,0.038200
-0.303468,-0.380255,-0.414365,0.555817,0.495987,0.450995,0.133800,0.01564000,0.078100
-0.081018,-0.023459,-0.374250,0.240075,0.567007,0.223121,0.932600,0.01540000,-0.087300
-0.483123,-0.129212,-0.050983,0.160728,0.389888,0.219538,0.524700,0.01104000,-0.105900
-0.106944,-0.070539,-0.349905,0.120585,0.275559,0.578941,0.732600,0.01525000,-0.109300
-0.115717,-0.548456,-0.286957,0.301811,0.365958,0.525422,0.272800,0.01152000,0.018900
-0.075774,-0.324744,-0.309956,0.257603,0.309992,0.202356,0.270900,0.00953000,0.052400
-0.439810,-0.329965,-0.338496,0.519153,0.406419,0.475412,0.180600,0.01562000,0.029500
-0.274374,-0.482844,-0.470761,0.310029,0.031673,0.090189,-0.283100,0.01192000,0.162300
-0.378909,-0.266768,-0.003285,0.515536,0.008129,0.010388,0.281400,0.01476000,0.041500
-0.365448,-0.355664,-0.101250,0.196864,0.271354,0.187499,0.281600,0.00982000,-0.025900
-0.396678,-0.095497,-0.522299,0.568761,0.588647,0.121420,0.562000,0.01681000,0.016900
-0.503694,-0.580009,-0.461167,0.562724,0.350370,0.541958,-0.195000,0.01843000,0.098500
-0.056894,-0.262972,-0.082198,0.599066,0.108854,0.325022,0.649900,0.01416000,0.017700
-0.209674,-0.134621,-0.031897,0.156212,0.191444,0.400672,0.635200,0.00751000,-0.103000
-0.043706,-0.403975,-0.010825,0.336144,0.257482,0.348573,0.602200,0.01094000,-0.035800
-0.274608,-0.028242,-0.061329,0.116034,0.208555,0.538492,0.611100,0.00970000,-0.123800
-0.485069,-0.034325,-0.402647,0.258888,0.045086,0.301654,0.134000,0.01385000,0.012000
-0.129828,-0.285398,-0.247914,0.262019,0.541196,0.265979,0.518000,0.01093000,-0.018800
-0.526580,-0.509772,-0.123468,0.084627,0.561971,0.399760,-0.176300,0.02494000,-0.023400
-0.522299,-0.375082,-0.259757,0.082146,0.121969,0.416365,-0.221900,0.01692000,0.019700
-0.269056,-0.560326,-0.169741,0.304102,0.383120,0.271863,0.275600,0.01173000,0.005800
-0.115253,-0.354333,-0.304749,0.379288,0.445150,0.216857,0.371300,0.01136000,0.045400
-0.206952,-0.071013,-0.076009,0.094704,0.154508,0.204007,0.458500,0.01062000,-0.055100
-0.375235,-0.282383,-0.566851,0.222205,0.092664,0.039031,-0.202700,0.01191000,0.128300
-0.220956,-0.225414,-0.549608,0.512683,0.358367,0.563329,0.499100,0.02342000,0.019700
-0.538833,-0.408014,-0.109415,0.546922,0.392944,0.003147,0.276200,0.01627000,0.021000
-0.568561,-0.155182,-0.221500,0.132500,0.046366,0.540373,-0.057400,0.01616000,-0.025000
-0.348847,-0.094317,-0.397704,0.134562,0.099392,0.238663,0.152200,0.01089000,0.015900
-0.301000,-0.588855,-0.174088,0.255060,0.201460,0.260391,0.067700,0.01150000,0.035300
-0.310826,-0.314500,-0.265551,0.575492,0.545354,0.000222,0.404900,0.01541000,0.051400
-0.167666,-0.484292,-0.081512,0.489344,0.500099,0.027013,0.497000,0.01401000,0.027200
-0.176425,-0.275533,-0.391270,0.279981,0.195170,0.328631,0.147800,0.01055000,0.065200
-0.255680,-0.252669,-0.469155,0.466879,0.467176,0.032270,0.369900,0.01534000,0.070600
-0.145765,-0.147642,-0.581669,0.171067,0.531337,0.500347,0.985900,0.02030000,-0.138700
-0.504377,-0.546470,-0.224480,0.424430,0.291251,0.385635,0.030400,0.01470000,0.027900
-0.311694,-0.536787,-0.590626,0.265748,0.499470,0.101372,0.024100,0.01292000,0.089800
-0.561499,-0.211739,-0.496718,0.134219,0.415430,0.097942,0.120100,0.01199000,-0.001800
-0.224861,-0.551701,-0.355997,0.420734,0.464723,0.477328,0.144700,0.01379000,0.058400
-0.436313,-0.395284,-0.577962,0.439199,0.426263,0.206000,0.068200,0.01327000,0.082300
-0.441917,-0.509554,-0.453807,0.591233,0.090470,0.177573,-0.080000,0.01600000,0.131100
-0.537309,-0.216048,-0.032081,0.138022,0.139762,0.151483,0.177900,0.01308000,-0.047000
-0.372888,-0.169329,-0.265929,0.333681,0.523318,0.217859,0.505100,0.01207000,-0.036500
-0.381870,-0.249986,-0.463128,0.394388,0.068363,0.357254,0.011700,0.01240000,0.079900
-0.130151,-0.567423,-0.597799,0.400182,0.134898,0.321217,-0.069800,0.01445000,0.150500
-0.499968,-0.494924,-0.048703,0.268087,0.015433,0.070780,-0.093700,0.01331000,0.040500
-0.137295,-0.257599,-0.511173,0.188340,0.278169,0.168960,0.322400,0.01403000,0.039000
-0.193142,-0.516305,-0.331691,0.369172,0.432409,0.531075,0.223200,0.01260000,0.033000
-0.562174,-0.140986,-0.328334,0.349652,0.540903,0.012902,0.300100,0.01463000,-0.005100
-0.165293,-0.087588,-0.371837,0.242493,0.193013,0.519845,0.667800,0.01415000,-0.069100
-0.434450,-0.391634,-0.468548,0.462142,0.079831,0.400755,-0.088500,0.01380000,0.096000
-0.100286,-0.304453,-0.060110,0.270321,0.326392,0.181122,0.540600,0.00954000,-0.023900
-0.068707,-0.524265,-0.335358,0.179784,0.511655,0.558128,0.236700,0.01339000,0.011500
-0.546210,-0.028533,-0.500742,0.486435,0.083694,0.054469,0.100500,0.01608000,0.077000
-0.472909,-0.006873,-0.426294,0.481708,0.256491,0.303163,0.399000,0.01555000,0.004300
-0.310050,-0.168738,-0.340850,0.494618,0.173843,0.067727,0.203900,0.01215000,0.088000
-0.268686,-0.349751,-0.237194,0.465767,0.116053,0.530325,0.185000,0.01385000,0.042800
-0.378143,-0.274435,-0.582028,0.564629,0.012347,0.294799,0.213000,0.01746000,0.088800
-0.584740,-0.238858,-0.343141,0.143415,0.230760,0.098229,-0.049100,0.01160000,0.018300
-0.167119,-0.019289,-0.517205,0.136341,0.506674,0.536236,1.118200,0.01886000,-0.183400
-0.129762,-0.419657,-0.535178,0.364475,0.537253,0.405683,0.176700,0.01378000,0.082300
-0.352316,-0.345995,-0.264746,0.398559,0.202132,0.507307,0.117000,0.01342000,0.031500
-0.227047,-0.111497,-0.484937,0.075750,0.054406,0.185554,0.204500,0.02022000,0.031100
-0.531762,-0.106101,-0.290273,0.285521,0.579738,0.040408,0.375300,0.01407000,-0.030700
-0.136804,-0.527364,-0.304964,0.299244,0.174088,0.275579,0.047300,0.01135000,0.086800
-0.322109,-0.329603,-0.022646,0.203983,0.517313,0.334293,0.667900,0.01165000,-0.117100
-0.173711,-0.530744,-0.434513,0.453121,0.332693,0.374565,0.017100,0.01353000,0.117400
-0.360381,-0.595189,-0.328082,0.176807,0.481293,0.350667,0.157600,0.01267000,-0.006700
-0.010162,-0.288427,-0.328326,0.509650,0.093884,0.424953,0.476300,0.01631000,0.049900
-0.507148,-0.435935,-0.453369,0.351790,0.548028,0.346243,0.160300,0.01415000,0.009300
-0.470883,-0.043417,-0.348698,0.091591,0.033885,0.489999,-0.055500,0.01619000,0.005400
-0.502137,-0.038067,-0.221253,0.210497,0.503765,0.362809,0.616300,0.01290000,-0.119900
-0.517097,-0.281477,-0.086769,0.183069,0.223359,0.446904,0.343800,0.01047000,-0.091500
-0.581611,-0.225694,-0.145621,0.460093,0.239941,0.381603,0.325900,0.01543000,-0.037500
-0.339160,-0.588019,-0.413193,0.243300,0.555994,0.565878,0.072700,0.01492000,0.014500
-0.237188,-0.509712,-0.000823,0.200029,0.132377,0.078848,0.138500,0.01062000,0.025300
-0.015498,-0.587075,-0.098483,0.222301,0.017821,0.154140,0.078600,0.01116000,0.076800
-0.362694,-0.179439,-0.341323,0.089817,0.440779,0.023766,0.068600,0.01044000,0.032000
-0.580314,-0.497415,-0.493247,0.179470,0.358624,0.130775,-0.068600,0.01241000,0.032800
-0.215457,-0.437405,-0.560831,0.553182,0.183372,0.094592,-0.027600,0.01470000,0.173700
-0.031133,-0.355336,-0.444546,0.206703,0.021064,0.499588,-0.153800,0.01176000,0.131900
